bairro;localizacao;preco;quartos;m2;corretora;data_anuncio;pm2
Sudoeste ;SQSW 303 ;1260000;3;126;12268;07/01/2014;10.000
Asa Sul ;SQS 313 BLOCO E ;1260000;3;119;9709;06/01/2014;10.588
Noroeste ;SQNW 311 RESERVA NOROESTE;1260000;3;126;20614;13/01/2014;10.000
Asa Sul ;SQS 309 BLOCO A SQS 309 BLOCO A APTO 303;1263000;3;114;11000;30/01/2014;11.079
Asa Sul ;SQS 309 BLOCO A SQS 309 BLOCO A APTO 303;1263000;3;114;11000;29/01/2014;11.079
Asa Sul ;SQS 309 VAZADO, NASC. ORIGINAL.LIGUE 9906 6080;1263000;3;114;14990;21/01/2014;11.079
Asa Sul ;SQS 309 BLOCO A 3?ANDAR VAZADO - 8123-0648 LIGUE ! DESOC.;1263000;3;114;9735;18/01/2014;11.079
Asa Sul ;SQS 114 ;1270000;3;160;3889;29/01/2014;7.938
Asa Norte ;SQN 308 RARA OPORTUNIDADE!!!;1270000;3;122;17001;29/01/2014;10.410
Noroeste ;SQNW 110 VAZADO, LINDO , 132M2,;1270000;4;132,31;12463;17/01/2014;9.599
Asa Sul ;SQS 109 ;1270000;3;157;3209;04/01/2014;8.089
Asa Norte ;SQN 110 VIA SAVASSI / CANTO / NASCENTE;1270000;3;116;19811;02/01/2014;10.948
Asa Norte ;SQN 209 ;1270000;3;140;20101;16/12/2013;9.071
Sudoeste ;SQSW 302 EXCELENTE APARTAMENTO DE CANTO;1270000;3;107;7121;12/12/2013;11.869
Asa Sul ;SQS 404 BLOCO O VIA OMEGA,2 QT+ MODERNO DA ASA SUL! 8150-8787;1270000;2;73;11546;22/12/2013;17.397
Noroeste ;SQNW 108 *RESERVA ESPECIAL* ?TIMA PLANTA* ACEITA IM?VEL;1272000;3;126,7;13880;28/01/2014;10.039
Asa Norte ;SQN 116 REFORMAD?SSIMO, VAZADO;1275000;3;128;10584;29/01/2014;9.961
Asa Norte ;SQN 310 ;1280000;4;124;1345;29/01/2014;10.323
Asa Norte ;SQN 212 NASCENTE BARATO AC. IM?VEL / 8340-8000;1280000;2;160;12180;29/01/2014;8.000
Asa Norte ;SQN 309 BLOCO E ;1280000;4;137;8714;28/01/2014;9.343
Asa Sul ;SQS 215 BLOCO C ;1280000;3;131,84;1704;13/01/2014;9.709
Asa Sul ;SQS 214 PR?DIO E APARTAMENTO REFORMADOS;1280000;3;112;4594;11/01/2014;11.429
Asa Sul ;SQS 104 BLOCO E OPORTUNIDADE 4 QTS 168M VAZADO MEIO QUADRA R$;1280000;4;168;20677;31/12/2013;7.619
Asa Sul ;SQS 104 ANDAR ALTO - VAZADO;1280000;4;160;18175;11/12/2013;8.000
Noroeste ;SQNW 311 (02)RESERVA NOROESTE;1280000;3;126,74;16711;27/01/2014;10.099
Asa Sul ;TRECHO SCES TRECHO 04 FEROLA EXCLUSIVO DUPLEX 9126-902;1284000;2;90;11476;29/01/2014;14.267
Asa Sul ;SQS 109 FEROLA VENDE APT C/ GARAGEM SUB 9126-9022;1290000;4;157;11476;29/01/2014;8.217
Asa Sul ;SQS 109 *REFORMADO*6? ANDAR*2VAGAS*;1290000;3;157;10261;29/01/2014;8.217
Asa Norte ;SQN 211 BLOCO F ;1290000;3;121,24;9500;29/01/2014;10.640
Asa Sul ;SQS 215 BLOCO E OPORTUNIDADE!;1290000;3;113;13880;28/01/2014;11.416
Asa Norte ;SQN 202 NASCENTE,2 SALAS, ANDAR ALTO;1290000;4;130;11019;26/01/2014;9.923
Asa Norte ;SQN 209 VISTA LIVRE;1290000;3;140;8666;24/01/2014;9.214
Asa Sul ;SQS 115 VISTA LIVRE E VAZADO;1290000;3;150;8666;24/01/2014;8.600
Sudoeste ;SQSW 304 ED. ATL?NTIDA, REFORMADO, ANDAR ALTO, VISTA LIVRE!;1290000;4;130;5916;18/01/2014;9.923
Asa Norte ;SQN 203 - TUDO DE BOM!!!;1290000;4;117;3545;18/01/2014;11.026
Noroeste ;SQNW 110 BLOCO E VIVERDE NOROESTE 4 QTS  VAZADO 2 VAGAS;1290000;4;132;18208;17/01/2014;9.773
Noroeste ;SQNW 311 BLOCO B PLANEJADO, CANTO, 2 VAGAS ACEITO IM?VEL;1290000;3;114;7783;14/01/2014;11.316
Noroeste ;SQNW 311 BLOCO B PLANEJADO, CANTO, 2 VAGAS ACEITO IM?VEL;1290000;2;114;7783;14/01/2014;11.316
Asa Norte ;SQN 202 ;1290000;4;140;4297;10/01/2014;9.214
Noroeste ;SQNW 110 BLOCO E VIVERDE NOROESTE 4 QTS 5? ANDAR 2 VAGAS;1290000;4;125;18208;08/01/2014;10.320
Asa Norte ;SQN 209 :: EXCELENTE :: MEIO DE QUADRA :: ?TIMA PLANT;1290000;3;140;13880;23/12/2013;9.214
Asa Sul ;SQS 105 REFORMADO;1290000;3;156;5391;18/12/2013;8.269
Asa Sul ;SHIGS 703 BLOCO C ;1290000;4;158;20339;16/12/2013;8.165
Noroeste ;SQNW - N?O TEM PARCELA DE CHAVES!;1290000;3;112;9909;03/01/2014;11.518
Asa Sul ;SQS 109 - ?GIO  R$ 700.000,00;1290000;4;158;10232;24/12/2013;8.165
Asa Sul ;SQS 103 COM VAGA DE GARAGEM!!! 8267-9797;1295000;4;143;11476;29/01/2014;9.056
Sudoeste ;SQSW 103 BLUE PARK: 4 QTS, 100% GRANITO, VISTA LIVRE, 2 VAGAS;1295000;4;127;9451;29/01/2014;10.197
Asa Sul ;SQS 103 NASCENTE, COB.COLETIVA!!!;1295000;4;143;19420;28/01/2014;9.056
Asa Sul ;SQS 103 NASCENTE, COB. COLETIVA!!!;1295000;3;143;19420;28/01/2014;9.056
Asa Sul ;SQS 214 ;1299000;3;142;5023;12/01/2014;9.148
Asa Sul ;SQS 214 ;1299000;3;142;5023;12/01/2014;9.148
Noroeste ;SQNW 109 BLOCO A REAL EVOLUTION EQUIPADO E DECORADO *PRONTO P;1299000;3;107,32;14688;30/12/2013;12.104
Noroeste ;SQNW 110 BLOCO D VIVERDE - 3 QUARTOS - PRONTO;1300000;3;125,59;18297;29/01/2014;10.351
Asa Sul ;SQS 105 SQS 105 1 VAGA;1300000;3;131;17001;29/01/2014;9.924
Asa Norte ;SQN 208 ;1300000;4;130;17001;29/01/2014;10.000
Sudoeste ;SQSW 305 BLOCO A A/A RESIDENCIAL KOPENHAGEN;1300000;3;110;9009;29/01/2014;11.818
Asa Sul ;SQS 109 ACEITO PROPOSTA;1300000;4;160;4151;29/01/2014;8.125
Asa Sul ;SQS 113 ;1300000;3;140;9500;29/01/2014;9.286
Asa Norte ;SQN 104 BLOCO D APARTAMENTO 208;1300000;3;180;5311;29/01/2014;7.222
Asa Sul ;SQS 105 SQS 105 1 VAGA;1300000;3;131;17001;28/01/2014;9.924
Asa Norte ;SQN 208 ;1300000;4;130;17001;28/01/2014;10.000
Asa Norte ;SQN 307 VISTA LIVRE!!!!!;1300000;3;122,48;3384;28/01/2014;10.614
Asa Sul ;SQS 215 BLOCO B EXCELENTE HABITABILIDADE - VISTA LIVRE;1300000;3;131,8;10778;28/01/2014;9.863
Asa Norte ;SQN 205 N?O PERCA, 04 QTS, VAZADO, V. LIVRE, MEIO DE QUADRA;1300000;4;150;11983;28/01/2014;8.667
Sudoeste ;SQSW 304 BLOCO K ;1300000;4;122;7476;27/01/2014;10.656
Sudoeste ;SQSW 101 BLOCO D ED. MONT CLAIR - EXCLUSIVIDADE (8190 2401);1300000;4;120;17268;23/01/2014;10.833
Asa Sul ;SQS 215 BLOCO G ** 215 SUL IM?VEL REFORMADO**;1300000;3;120;15759;21/01/2014;10.833
Asa Norte ;SQN 315 BLOCO I 2 ANDAR;1300000;3;120;1750;20/01/2014;10.833
Noroeste ;SQNW RESID. MONTPARNASSE - 4? ANDAR - 8123-0648 LIGUE J?;1300000;3;113,51;9735;18/01/2014;11.453
Asa Norte ;SQN 211 ;1300000;4;120;12220;18/01/2014;10.833
Sudoeste ;SQSW 300 EXCELENTE REFORMA! PORCELANATO, CANTO, VISTA LIVRE.;1300000;3;108;8247;16/01/2014;12.037
Asa Sul ;SQS 216 ;1300000;3;168;12220;16/01/2014;7.738
Asa Sul ;SQS 115 ;1300000;3;147,9;18656;14/01/2014;8.790
Asa Sul ;SQS 102 :: APARTAMENTO NASCENTE :: VAZADO :: DE CANTO;1300000;3;113,38;13880;11/01/2014;11.466
Asa Sul ;SQS 105 - EXCELENTE APARTAMENTO - ANDAR ALTO;1300000;3;144;13933;10/01/2014;9.028
Sudoeste ;SQSW 101 ;1300000;4;120;16506;09/01/2014;10.833
Noroeste ;SQNW 309 BLOCO H - ED. PIGOT APTO 306 - PRONTO PARA MORAR;1300000;3;127;8714;06/01/2014;10.236
Noroeste ;SQNW 309 BLOCO H - ED. PIGOT APTO 306 - PRONTO PARA MORAR;1300000;4;127;8714;06/01/2014;10.236
Asa Norte ;SQN 315 APARTAMENTO TODO REFORMADO;1300000;3;130;1691;06/01/2014;10.000
Asa Sul ;SQS 212 BLOCO E ;1300000;3;123,43;7437;19/12/2013;10.532
Asa Norte ;SQN 311 ;1300000;2;150;15594;17/12/2013;8.667
Sudoeste ;SQSW 103 BLOCO F | ED. BLUE PARK;1300000;4;125;10127;17/12/2013;10.400
Sudoeste ;SQSW 306 - REFORMADO - ED.VIA MUNIQUE;1300000;3;107;13933;16/12/2013;12.150
Asa Norte ;SQN 310 147M? - ACEITA APTO MAIOR VALOR;1300000;4;147;18175;11/12/2013;8.844
Asa Sul ;SQS 108 :: SQS 108 - 3 QTOS, REFORMADO, DE CANTO. LINDO!;1300000;3;157;11763;10/12/2013;8.280
Asa Sul ;SQS 204 ;1300000;3;120;13933;09/12/2013;10.833
Noroeste ;SQNW ULTIMA UNIDADE 4QTOS VAZADO PRONTO COM CLOSET;1300000;4;150;9669;09/12/2013;8.667
Noroeste ;SQNW 109 BLOCO A REAL EVOLUTION: APARTAMENTO J? DECORADO.;1303900;3;107,32;14688;30/12/2013;12.150
Sudoeste ;SQSW 101 * VAZADO * 2 GARAG * PISCINA * CHURRASQUEIRA *;1310000;4;140;5915;19/12/2013;9.357
Asa Sul ;SQS 106 - APARTAMENTO 03 QUARTOS - CANTO - VISTA P/ LAGO;1315000;3;180;13933;09/01/2014;7.306
Noroeste ;SQNW 110 BLOCO B 4 QTS 3 VAGAS 150M? VAZADO;1320000;4;150;14574;27/01/2014;8.800
Asa Norte ;SQN 209 BLOCO J LUXUOSO - LINDO APARTAMENTO 4QTS*VAZADO*VISTA;1320000;4;140;16487;13/01/2014;9.429
Asa Sul ;SQS 302 SOMENTE TROCA POR CASA NO LAGO SUL!!!!;1320000;3;118;11670;09/01/2014;11.186
Noroeste ;SQNW 110 BLOCO B VIA PARQUE 4QTS, VAZADO 1? ANDAR;1320000;4;152;18208;26/01/2014;8.684
Noroeste ;SQNW 311 BLOCO A APTO VAZADO | RESERVA NOROESTE (61) 8401-633;1322578,82;3;126,74;11452;20/01/2014;10.435
Noroeste ;SQNW 110 IMPERD?VEL 04 QTS 2 SUITES VAZADO EXCTE PRE?O!!!!!;1329000;4;133;7037;27/01/2014;9.992
Asa Norte ;SQN 210 ;1330000;3;125;17001;30/01/2014;10.640
Asa Norte ;SQN 210 FEROLA MAGN?FICO EXCLUSIVO 9126-9022;1330000;3;124;11476;29/01/2014;10.726
Asa Norte ;SQN 210 REFORMAD?SSIMO, NASCENTE, VAZADO;1330000;3;123,87;14999;24/01/2014;10.737
Noroeste ;SQNW 110 BLOCO D VIVERDE;1330000;4;125,59;19176;22/01/2014;10.590
Asa Norte ;SQN 212 OTIMO APARTAMENTO!!VAZADO;1330000;3;130;20101;17/01/2014;10.231
Asa Norte ;SQN 210 5? ANDAR, VAZADO;1330000;2;124;9182;02/01/2014;10.726
Noroeste ;SQNW 309 BLOCO H RES PIGOT;1330000;3;127,24;1704;31/12/2013;10.453
Asa Norte ;SQN 210 BLOCO C PROJETO ARQUITETA F?TIMA ALVIM;1330000;3;123,3;18656;23/12/2013;10.787
Noroeste ;SQNW PRONTO NOROESTE 4 QTOS LOCALIZA??O UNICA;1330000;4;153;9669;06/01/2014;8.693
Noroeste ;SQNW RESIDENCIAL VIVERDE- PRONTO.;1330245;4;125,59;14522;29/01/2014;10.592
Noroeste ;SQNW 00 VIVERDE RESID?NCIAS DO NOROESTE;1330245;4;125,55;218047;25/01/2014;10.595
Noroeste ;SQNW 110 VIVERDE 4 QUARTOS-PRONTO PARA MORAR 9267-8299.;1330245;4;125,59;14774;23/01/2014;10.592
Noroeste ;SQNW 110 RESIDENCIAL VIVERDE - APTO DE 4 QUARTOS 2 VAGAS;1330245;4;125,59;303164;06/01/2014;10.592
Noroeste ;SQNW 110 BLOCO D VIVERDE(4QTOS) VERA REGINA-9978-3157;1330245;4;125,59;8015;03/01/2014;10.592
Noroeste ;SQNW VIVERDE RESIDENCIAL;1333600;3;105,41;3164;20/01/2014;12.652
Asa Sul ;SQS 107 ;1340000;3;165;10584;29/01/2014;8.121
Sudoeste ;SQSW 504 OPORTUNIDADE!!!?TIMA LOCALIZA??O!!!9988-0999;1340000;4;131;11476;28/01/2014;10.229
Noroeste ;SQNW 110 BLOCO B :: VIA PARQUE - PRONTO! COM HABITE-SE! - 4 Q;1340000;3;152;11763;20/01/2014;8.816
Sudoeste ;SQSW 504 EXCLUSIVIDADE!!!9688-6445;1340000;4;131;8660;17/01/2014;10.229
Noroeste ;SQNW EXCELENTE APTO 4 QTOS INVEJ?VEL SU?TES;1340000;4;155;9669;21/01/2014;8.645
Noroeste ;SQNW 309 BLOCO G - ED. REGENT - PRONTO PARA MORAR;1347217,12;3;127;8714;24/01/2014;10.608
Noroeste ;SQNW 109 BLOCO D - ED. SANCY - PRONTO PARA MORAR;1347217,12;3;127;8714;06/01/2014;10.608
Noroeste ;SQNW 309 BLOCO H - ED. PIGOT - PRONTO PARA MORAR;1347217,12;3;127;8714;06/01/2014;10.608
Asa Sul ;SQS 102 AGIO R$ 850.000,00!!!ESTUDO PERMUTA!!!;1349000;3;130;5377;27/01/2014;10.377
Sudoeste ;SQSW 102 IMPERD?VEL! LINDO 04 QTOS(STE) DCE ANDAR ALTO !!;1349900;4;140;7037;06/12/2013;9.642
Asa Norte ;SQN 213 RES.EVARISTO OLIVEIRA 61 9202-8350;1350000;3;110;9436;29/01/2014;12.273
Asa Sul ;SQS 105 LINDO!!!!        9212-3818;1350000;3;148;11476;29/01/2014;9.122
Asa Norte ;SQN 213 BLOCO F RES.EVARISTO DE OLIVEIRA,VAZADO,3 QT?S ,2 GAR;1350000;3;110;1700;29/01/2014;12.273
Sudoeste ;SQSW 101 MAISON ETOIELE. BOM, BARATO E DESOCUPADO!;1350000;4;140;5916;28/01/2014;9.643
Asa Norte ;SQN 202 RARIDADE VAZADO.;1350000;4;145;10483;27/01/2014;9.310
Sudoeste ;SQSW 303 - ED. BAVIERA - FA?A SUA PROPOSTA!!;1350000;3;144,68;3545;27/01/2014;9.331
Asa Sul ;SQS 109 BLOCO C OPORTUNIDADE. ACEITO (-) VLR FINANCIAMENTO;1350000;4;160;9664;26/01/2014;8.438
Asa Norte ;SQN 307 BLOCO D ;1350000;3;122,48;5330;24/01/2014;11.022
Asa Norte ;SQN 115 BLOCO F URGENTE  O MAIS BARATO DO MERCADO;1350000;4;168;6988;24/01/2014;8.036
Asa Sul ;SQS 106 BLOCO C TODO REFORMADO!!! VALE A PENA CONFERIR!!!;1350000;3;150;180;20/01/2014;9.000
Asa Sul ;SQS 215 BLOCO H DESOCUPADO ACEITO IMOVEL - VALOR GUARA;1350000;3;119;20107;20/01/2014;11.345
Asa Sul ;SQS 215 ;1350000;3;120;180;19/01/2014;11.250
Asa Sul ;SQS 105 ACEITA TROCA;1350000;3;155;17243;16/01/2014;8.710
Asa Norte ;SQN 307 BLOCO D ;1350000;2;122,48;5330;14/01/2014;11.022
Asa Norte ;SQN 213 ;1350000;3;110,63;9182;13/01/2014;12.203
Asa Norte ;SQN 202 >> BLOCO E, ANDAR BAIXO;1350000;4;130;18222;06/01/2014;10.385
Asa Sul ;SQS 203 NASCENTE;1350000;3;135;3804;03/01/2014;10.000
Asa Sul ;SQS 109 BLOCO C ;1350000;4;160;5386;23/12/2013;8.438
Asa Norte ;SQN 304 NASCENTE EXCLUSIVIDADE / SOMENTE NO 8340-8000;1350000;3;134;12180;16/12/2013;10.075
Asa Sul ;SQS 109 BLOCO C ;1350000;4;160;1050;16/12/2013;8.438
Asa Sul ;SQS 105 BLOCO D ;1350000;3;188;20240;16/12/2013;7.181
Asa Sul ;SQS 105 ;1350000;3;180;12954;11/12/2013;7.500
Asa Norte ;SQN 208 AC TROCA AP 2 QTS ASA NORTE 200;1350010;4;139;11839;29/01/2014;9.712
Noroeste ;SQNW 110 VIVERDE! LINDO   -   9231-9330;1360000;4;133;11476;24/01/2014;10.226
Asa Norte ;SQN 202 04 QTOS NA ASA NORTE. RWF;1360000;4;133;8066;08/01/2014;10.226
Asa Norte ;SQN 213 BLOCO H TROCO POR APT. NOROESTE;1365000;3;106;11229;13/12/2013;12.877
Asa Norte ;SQN 202 ACEITA APTO SQN 203 BLOCO C;1369000;4;140;10869;23/01/2014;9.779
Noroeste ;SQNW 109 BLOCO D ;1369000;4;132;13725;30/01/2014;10.371
Noroeste ;SQNW 309 BLOCO H PIGOT- LIGUE, CONFIRA DESCONTOS PROMOCIONAIS;1369611,36;3;127,24;10848;26/12/2013;10.764
Asa Norte ;TRECHO SCEN TRECHO 01 CONDOM?NIO ILHAS DO LAGO;1370000;3;98;4996;26/12/2013;13.980
Noroeste ;SQNW RESIDENCIAL PIGOT-PRONTO;1374000;3;127,24;14522;29/01/2014;10.798
Asa Norte ;SQN 304 SQN 304! OPORTUNIDADE!;1380000;4;188;17001;28/01/2014;7.340
Sudoeste ;SQSW 105 NASC., AND. ALTO. AC. 4 QTS MAIOR VALOR;1380000;4;120;7550;23/01/2014;11.500
Asa Sul ;SQS 302 BLOCO D ;1380000;4;163,9;4141;20/01/2014;8.420
Noroeste ;SQNW 311 ;1380000;3;137,51;9807;02/01/2014;10.036
Sudoeste ;SQSW 102 IMPERD?VEL 04 QTS STE REFORMADO EXCTE PRE?O R$;1389999;4;140;7037;30/12/2013;9.929
Asa Norte ;SQN 304 COM CLOSET E 2 VAGAS;1390000;4;190;10584;29/01/2014;7.316
Asa Norte ;SQN 311 BLOCO E PARA CLIENTES EXIGENTES (61)9294-0101;1390000;4;130;6955;02/01/2014;10.692
Asa Sul ;SQS 109 DESOCUPADO;1390000;4;159;19811;02/01/2014;8.742
Asa Sul ;SQS 102 IMPERD?VEL! REFORMADO 03 QTOS(STE) DCE EXCTE PRE?O R$;1390000;3;143;7037;30/12/2013;9.720
Noroeste ;SQNW COBERTURA PRONTA  M? IMBAT?VEL!;1392000;3;191,6;15034;13/01/2014;7.265
Noroeste ;SQNW 309 ***ATEN??O***COBERTURA MUITO BARATA;1392000;3;196;8510;29/01/2014;7.102
Noroeste ;SQNW 309 -COBERTURA PRONTA P/MORAR -C/ DCE E 3 VGS;1392705,9;3;191,6;16237;29/01/2014;7.269
Noroeste ;SQNW RIVIERA NOROESTE/ COBERTURA PRONTA!!!!;1392706;3;186,9;10803;09/01/2014;7.452
Noroeste ;SQNW 110 BLOCO A RESIDENCIAL VIVERDE-PRONTO;1398600;4;132,92;14522;29/01/2014;10.522
Noroeste ;SQNW VIVERDE RESIDENCIAS DO NOROESTE;1398600;4;132;218047;25/01/2014;10.595
Asa Sul ;SQS 204 APARTAMENTO COMPLETAMENTE REFORMADO!;1400000;3;120;17001;30/01/2014;11.667
Asa Norte ;SQN 208 BLOCO H LOCALIZA??O PRIVILEGIADA - 8402-5103;1400000;4;130;10192;29/01/2014;10.769
Asa Sul ;SQS 203 REFORMADO, NASCENTE, VISTA LIVRE;1400000;3;145;11983;29/01/2014;9.655
Asa Sul ;SQS 204 LINDO 3 QTS - 120 M2 -;1400000;3;135;11954;29/01/2014;10.370
Asa Norte ;SQN 212 OTIMA PLANTA - 8156-8764;1400000;3;122;12180;29/01/2014;11.475
Asa Norte ;SETOR SHTN ILHAS DO LAGO / 8135 6002;1400000;3;98;12180;29/01/2014;14.286
Asa Sul ;SQS 106 REFORMADISSIMO!!!!!!!!;1400000;3;170;11983;28/01/2014;8.235
Asa Sul ;SQS 116 ;1400000;4;140;20162;26/01/2014;10.000
Asa Sul ;SQS 312 BLOCO D ;1400000;3;154;12689;24/01/2014;9.091
Asa Sul ;SQS 210 ASA SUL - TODO NO ARMARIO;1400000;3;110;2554;21/01/2014;12.727
Asa Sul ;SQS 116 CONFORTO E PRATICIDADE;1400000;4;140;15971;21/01/2014;10.000
Sudoeste ;SQSW 305 COMPRO PARA CLIENTE;1400000;4;160;305;20/01/2014;8.750
Asa Norte ;SQN 215 BLOCO K ;1400000;4;148;10589;18/01/2014;9.459
Asa Norte ;SQN 309 - ED. TOM JOBIM;1400000;4;110;3545;18/01/2014;12.727
Asa Norte ;SQN 309 COM COBERTURA COLETIVA;1400000;3;110;4522;17/01/2014;12.727
Asa Norte ;SETOR SHTN ILHAS DO LAGO! MELHOR CUSTO BENEF?CIO!;1400000;3;100;11983;16/01/2014;14.000
Asa Sul ;SQS 312 BLOCO D RARIDADE;1400000;3;156;2111;15/01/2014;8.974
Sudoeste ;CCSW 01 EDIF?CIO FLOREN?A;1400000;3;114;18837;14/01/2014;12.281
Asa Norte ;SQN 215 ;1400000;3;140;19623;08/01/2014;10.000
Asa Sul ;SQS 204 - REFORMAD?SSIMO, NASCENTE E VISTA LIVRE.;1400000;3;120;15594;06/01/2014;11.667
Asa Sul ;SQS 116 NOVO, 2 VGS, AND. ALTO, COB. COLETIVA;1400000;4;139;7550;29/12/2013;10.072
Asa Sul ;EQS 210/211 ;1400000;3;107;8345;27/12/2013;13.084
Sudoeste ;SQSW 301 BARATISSIMO / 8135-6002;1400000;4;148;12180;16/12/2013;9.459
Asa Sul ;SQS 210 NASCENTE, MEIO DE QUADRA, VISTA LIVRE NICE 8493-1601;1400000;3;110;11018;20/01/2014;12.727
Noroeste ;SQNW 109 BLOCO F JARDINS DO NOROESTE- ACEITA IMOVEL;1400000;3;111;14360;15/12/2013;12.613
Asa Sul ;SQS 207 - AC CASA EM CONDOM?NIO LAGO SUL!!;1420000;3;175;3545;29/01/2014;8.114
Noroeste ;SQNW 310 BLOCO F PERSONA VERSARE;1424000;3;86,6;14522;29/01/2014;16.443
Sudoeste ;SQSW 101 ** MAISON ETOILE ** LINDO APARTAMENTO;1430000;4;140;5243;29/01/2014;10.214
Noroeste ;SQNW VIA PARQUE, AP 105 PRONTO P/ MORAR! 8150-8787;1430000;4;151,84;11546;19/01/2014;9.418
Noroeste ;SQNW RIVIERACOBERTURA 3 QTOS- 3 VAGAS -  PRONTO;1439000;3;191,6;15034;13/12/2013;7.510
Sudoeste ;SQSW 102 EXCELENTE!!! CANTO!;1440000;4;140;11983;22/01/2014;10.286
Asa Sul ;SQS 116 OTIMA PLANTA / 8156-8764;1450000;4;139;12180;29/01/2014;10.432
Asa Norte ;SQN 202 BLOCO A RARIDADE!! EXCLUSIVO;1450000;3;157;12268;28/01/2014;9.236
Sudoeste ;SQSW 103 ACEITA IMOVEL;1450000;4;150;11397;28/01/2014;9.667
Noroeste ;SQNW ACEITA TROCA VIA IBIZA 3 QUARTOS 4?ANDAR 130M? 2 VAGAS;1450000;3;130;10804;28/01/2014;11.154
Noroeste ;SQNW 111 BLOCO B VIA IBIZA 142 M? 2?ANDAR 3Q CANTO E 3 VAGAS;1450000;3;142,11;10804;28/01/2014;10.203
Asa Norte ;SQN 212 :: REFORMADO, VISTA LIVRE, NASCENTE, 2 VAGAS!;1450000;3;141;11763;27/01/2014;10.284
Asa Norte ;SQN 309 DE CANTO,NASCENTE,VAZADO!!!;1450000;4;166;365;24/01/2014;8.735
Asa Sul ;SQS 307 BLOCO G SUPER REFORMADO;1450000;4;156;13141;24/01/2014;9.295
Sudoeste ;SQSW 504 BLOCO G EXCELENTE NEG?CIO;1450000;4;139,82;6614;23/01/2014;10.370
Sudoeste ;SQSW 301 - ANDAR ALTO, DESOCUPADO!!!;1450000;4;145;7421;22/01/2014;10.000
Asa Norte ;SQN 212 :: ANDAR ALTO, CANTO, 2 VAGAS, REFORMADO!;1450000;4;141;11763;20/01/2014;10.284
Asa Sul ;SQS 109 CHARLES 85250251;1450000;2;156;14004;20/01/2014;9.295
Asa Sul ;SQS 109 ;1450000;3;158;3545;20/01/2014;9.177
Noroeste ;SQNW VIA IBIZA: VAZADO, CANTO 142M?;1450000;3;142;10450;16/01/2014;10.211
Noroeste ;SQNW 111 VIA IBIZA-O MELHOR 3 QUARTOS VAZADO 9276-7475;1450000;3;142;10450;16/01/2014;10.211
Noroeste ;SQNW O ?NICO 3QTOS VAZADO NO SETOR NOROESTE! 9108-7868;1450000;3;142,11;10450;16/01/2014;10.203
Noroeste ;SQNW VIA IBIZA-?NICO 3QTOS VAZADO! MARGEM P/ DESC. 9108-7868;1450000;3;142;10450;16/01/2014;10.211
Sudoeste ;SQSW 304 BLOCO E ;1450000;4;143,52;9730;14/01/2014;10.103
Asa Sul ;SQS 213 BLOCO F SQS 213 - ANDAR ALTO - VISTA LIVRE;1450000;4;177,83;5710;11/01/2014;8.154
Asa Sul ;SQS 213 BLOCO F 213 SUL - ESPA?OSO / VISTA LIVRE / 177 M?;1450000;3;177,83;5710;11/01/2014;8.154
Sudoeste ;SQSW 101 BLOCO D ;1450000;4;142,95;1704;08/01/2014;10.143
Sudoeste ;SQSW 102 ;1450000;4;142;15323;07/01/2014;10.211
Asa Sul ;SQS 207 BLOCO D REFORMADO NASCENTE;1450000;3;163;4998;07/01/2014;8.896
Sudoeste ;SQSW 302 MARAVILHOSO.....7813-5017/8104-0417;1450000;4;141;9556;02/01/2014;10.284
Sudoeste ;SQSW 305 BLOCO G ;1450000;4;147;1980;16/12/2013;9.864
Noroeste ;SQNW 111 BLOCO B VIA IBIZA 3Q 4?ANDAR 129M? 2 VAGAS AC TROCA;1450000;3;129,25;10804;28/01/2014;11.219
Asa Norte ;SQN 309 ANDAR ALTO, NASCENTE VISTA LIVRE 2 GARAGENS;1450020;4;148,72;14240;02/01/2014;9.750
Sudoeste ;SQSW 301 OPORTUNIDADE COM 3 VAGAS ACEITA APT DE (-) VALOR NO;1460000;4;155;20472;30/01/2014;9.419
Sudoeste ;SQSW 301 3 VAGAS DE GARAGEM, AC APTO LIVING OU PARKSUL;1460000;4;155;11331;29/01/2014;9.419
Noroeste ;SQNW VIA IBIZA, 03 VAZADO EXEL. ACABAMENTO, PRONTO! 8150-8787;1460000;3;143;11546;19/01/2014;10.210
Sudoeste ;SQSW 102 ACEITA CASA NO LAGO NORTE 8429-4245/9902-5883;1460000;4;145;10602;16/01/2014;10.069
Asa Norte ;SQN 215 ;1460000;4;158;3699;09/12/2013;9.241
Noroeste ;SQNW 311 BLOCO F SQNW- 311 NOROESTE 2 SUITES 2 SEMI   BLOCO F;1460000;4;152;17954;24/01/2014;9.605
Sudoeste ;CCSW 03 BEL?SSIMA COBERTURA! 8408-4788;1470000;3;140;19420;28/01/2014;10.500
Noroeste ;SQNW VIA IBIZA, LINDA VISTA FA?A SUA PROPOSTA! 8150-8787;1470000;3;142;11546;19/01/2014;10.352
Asa Norte ;SHCGN 704 2 SUITES ! LINDA REFORMA!AMPLA SALA;1470000;3;157;11019;24/12/2013;9.363
Noroeste ;SQNW PRESTIGE 03 QTOS, LINDA VISTA NASCENTE! 9988-0415;1470000;3;115;11546;04/12/2013;12.783
Noroeste ;SQNW 110 ;1480000;4;151;12513;29/01/2014;9.801
Asa Sul ;SQS 114 BLOCO F DE CANTO S? 1.600.000,00;1480000;3;157,28;14810;28/01/2014;9.410
